register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OT	シンコク	申告		名詞-普通名詞-サ変可能	漢	1.3141	体	活動	言語	報告・申告	3	2.679
OT	ヘン	編		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	3	2.679
OT	マイ	米		接尾辞-名詞的-一般	漢	1.4320	体	生産物	食料	米・ぬか・小麦粉など	3	2.679
OT	ベーキング	ベーキング	baking	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	キコウ	寄港		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	パウダー	パウダー	powder	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	チンジャオロース	チンジャオロース		名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	スーミー	スーミー		名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	トウ	湯		接尾辞-名詞的-一般	漢	1.4350	体	生産物	食料	飲料・たばこ	3	2.679
OT	タケノコ	竹の子		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	シギ	鴫		名詞-普通名詞-一般	和	1.5502	体	自然	動物	鳥類	3	2.679
OT	マナヅル	真鶴		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ミズトキ	水溶き		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	フロリダ	フロリダ	Florida	名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	2.679
OT	シアワセ	幸せ		名詞-普通名詞-形状詞可能	和	1.3310	体	活動	生活	人生・禍福	3	2.679
OT	サカタ	サカタ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	2.679
OT	カナエル	叶える		動詞-一般	和	2.1220	用	関係	存在	成立	3	2.679
OT	ツツイヅツ	筒井筒		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	コーン	コーン	cone	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	ゾウサ	造作		名詞-普通名詞-一般	漢	1.3823	体	活動	事業	建築	3	2.679
OT	カタクリコ	片栗粉		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ツツイ	筒井		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	クイ	悔い		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ノウジョウ	農場		名詞-普通名詞-一般	漢	1.4700	体	生産物	土地利用	地類（土地利用）	3	2.679
OT	コンニャク	蒟蒻		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	カスティリャ	カスティリャ	Castilla	名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	サンユ	産油		名詞-普通名詞-一般	漢	1.3801	体	活動	事業	生産・産業	3	2.679
OT	ナオキ	ナオキ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	オカシラ	尾頭		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	タコイト	凧糸		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	リョウハ	両派		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	チュウ	中		接頭辞	漢	1.1720	体	関係	空間	範囲・席・跡	3	2.679
OT	ナンナン	南南		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	チツナイ	膣内		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	オルレアン	オルレアン	Orleans	名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ニセル	似せる		動詞-一般	和	2.1130	用	関係	類	異同・類似	3	2.679
OT	ヘル	経る		動詞-一般	和	2.1600	用	関係	時間	時間	3	2.679
OT	ダイノウ	大脳		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	シイル	強いる		動詞-一般	和	2.3670	用	活動	待遇	命令・制約・服従	3	2.679
OT	ショウド	焦土		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	シキュウ	子宮		名詞-普通名詞-一般	漢	1.5604	体	自然	身体	膜・筋・神経・内臓	3	2.679
OT	ミマワル	見回る		動詞-一般	和	x.xxxx					3	2.679
OT	クワバタケ	桑畑		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	メン	メン		記号-一般	記号	x.xxxx					3	2.679
OT	ムキ	向き		接尾辞-名詞的-一般	和	1.1730	体	関係	空間	方向・方角	3	2.679
OT	シラナミ	白波		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	バラ	薔薇		名詞-普通名詞-一般	和	1.5401	体	自然	植物	木本	3	2.679
OT	ツユアケ	梅雨明け		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ココロニクイ	心憎い		形容詞-一般	和	x.xxxx					3	2.679
OT	タイガ	タイガ	taiga	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	ストップウォッチ	ストップウォッチ	stopwatch	名詞-普通名詞-一般	外	1.4640	体	生産物	機械	計器	3	2.679
OT	タイケイ	体型		名詞-普通名詞-一般	漢	1.5600	体	自然	身体	身体	3	2.679
OT	セバマル	狭まる		動詞-一般	和	x.xxxx					3	2.679
OT	デート	デート	date	名詞-普通名詞-サ変可能	外	1.3520	体	活動	交わり	応接・送迎	3	2.679
OT	ヒョウセン	標線		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ホッソリ	ほっそり		副詞	和	x.xxxx					3	2.679
OT	ムスメ	娘		名詞-普通名詞-一般	和	1.2050	体	主体	人間	老少	3	2.679
OT	ゲンコウ	言行		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	タスキ	襷		名詞-普通名詞-一般	和	1.4251	体	生産物	衣料	ネクタイ・帯・手袋・靴下など	3	2.679
OT	クロウド	蔵人		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ミジュク	未熟		形状詞-一般	漢	3.3421	相	活動	行為	才能	3	2.679
OT	ナガオカ	ナガオカ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	2.679
OT	ダイジョウブ	大丈夫		形状詞-一般	漢	3.1346	相	関係	様相	難易・安危	3	2.679
OT	フム	踏む		動詞-一般	和	2.3066	用	活動	心	判断・推測・評価	3	2.679
OT	ハブク	省く		動詞-一般	和	2.1251	用	関係	存在	除去	3	2.679
OT	フマル	フマル		名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	コウタイ	抗体		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	セント	遷都		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	ショウコウ	症候		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	シス	シス	cis	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	ニュウショ	入所		名詞-普通名詞-サ変可能	漢	1.1532	体	関係	作用	入り・入れ	3	2.679
OT	スイイキ	水域		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ソウサイ	葬祭		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	カンコン	冠婚		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ケイヒン	景品		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	トランス	トランス	Torrance	名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	カキョウ	華僑		名詞-普通名詞-一般	漢	1.2301	体	主体	人物	国民・住民	3	2.679
OT	マエバライ	前払い		名詞-普通名詞-サ変可能	和	x.xxxx					3	2.679
OT	ナイカイ	内海		名詞-普通名詞-一般	漢	1.5260	体	自然	天地	海・島	3	2.679
OT	アジピン	アジピン		名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	ケイコ	稽古		名詞-普通名詞-サ変可能	漢	1.3050	体	活動	心	学習・習慣・記憶	3	2.679
OT	ヒジ	肘		名詞-普通名詞-一般	和	1.5603	体	自然	身体	手足・指	3	2.679
OT	ゴウツ	ゴウツ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	オン	御		接頭辞	和	4.3320	他		挨拶	手紙用語など	3	2.679
OT	アイエスオー	ＩＳＯ		名詞-固有名詞-一般	固	1.2700	体	主体	機関	機関	3	2.679
OT	ネストリウス	ネストリウス	Nestorius	名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	ネンチャク	粘着		名詞-普通名詞-サ変可能	漢	1.1560	体	関係	作用	接近・接触・隔離	3	2.679
OT	タビサキ	旅先		名詞-普通名詞-一般	和	1.1700	体	関係	空間	空間・場所	3	2.679
OT	ギョウシュ	業種		名詞-普通名詞-一般	漢	1.1100	体	関係	類	類・例	3	2.679
OT	タマル	溜まる		動詞-一般	和	2.5130	用	自然	物質	水・乾湿	3	2.679
OT	フウリュウ	風流		名詞-普通名詞-形状詞可能	漢	x.xxxx					3	2.679
OT	カイテ	買い手		名詞-普通名詞-一般	和	1.2450	体	主体	成員	その他の仕手	3	2.679
OT	ヘダテ	隔て		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	チョウコウ	朝貢		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	タマリ	溜まり		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	オリオリ	折々		名詞-普通名詞-副詞可能	和	x.xxxx					3	2.679
OT	ザイタク	在宅		名詞-普通名詞-サ変可能	漢	1.3333	体	活動	生活	住生活	3	2.679
OT	カガワ	カガワ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	2.679
OT	イヤー	イヤー	year	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	サシダス	差し出す		動詞-一般	和	2.1531	用	関係	作用	出・出し	3	2.679
OT	シュクサイジツ	祝祭日		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	モミジ	紅葉		名詞-普通名詞-一般	和	1.5410	体	自然	植物	枝・葉・花・実	3	2.679
OT	ドウテン	動転		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	フランコ	フランコ	Franco	名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	イキヅマル	行き詰まる		動詞-一般	和	2.1526	用	関係	作用	進退	3	2.679
OT	タオル	タオル	towel	名詞-普通名詞-一般	外	1.4541	体	生産物	道具	日用品	3	2.679
OT	モノノケ	物の怪		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ハキステル	吐き捨てる		動詞-一般	和	2.3393	用	活動	生活	口・鼻・目の動作	3	2.679
OT	オクラセル	遅らせる		動詞-一般	和	2.1660	用	関係	時間	新旧・遅速	3	2.679
OT	コボレル	零れる		動詞-一般	和	2.1531	用	関係	作用	出・出し	3	2.679
OT	キズグチ	傷口		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ボルネオ	ボルネオ	Borneo	名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	2.679
OT	タメラウ	躊躇う		動詞-一般	和	2.3067	用	活動	心	決心・解決・決定・迷い	3	2.679
OT	カペー	カペー	Capet	名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	モウケ	儲け		名詞-普通名詞-一般	和	1.3750	体	活動	経済	損得	3	2.679
OT	ヒショ	避暑		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	ホオバル	頬張る		動詞-一般	和	x.xxxx					3	2.679
OT	トッサ	咄嗟		名詞-普通名詞-一般	漢	1.1671	体	関係	時間	即時	3	2.679
OT	クッツク	くっ付く		動詞-一般	和	2.1560	用	関係	作用	接近・接触・隔離	3	2.679
OT	コヤナギ	小柳		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	イルイ	異類		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ヘリ	縁		名詞-普通名詞-一般	和	1.1780	体	関係	空間	ふち・そば・まわり・沿い	3	2.679
OT	ミズウケ	水受け		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	モホン	模本		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ゴダイ	ゴダイ		名詞-固有名詞-人名-姓	固	x.xxxx					3	2.679
OT	モレル	漏れる		動詞-一般	和	2.1533	用	関係	作用	漏れ・吸入など	3	2.679
OT	オシカケル	押し掛ける		動詞-一般	和	2.1521	用	関係	作用	移動・発着	3	2.679
OT	チセイ	治世		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	カワドコ	川床		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ケンシン	献身		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	ナカホド	中程		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	アンザイ	アンザイ		名詞-固有名詞-人名-姓	固	x.xxxx					3	2.679
OT	ナカヨク	仲良く		副詞	和	3.3500	相	活動	交わり	交わり	3	2.679
OT	ハク	泊		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	3	2.679
OT	ユウチ	誘致		名詞-普通名詞-サ変可能	漢	1.3520	体	活動	交わり	応接・送迎	3	2.679
OT	テンセイ	展性		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	サンサイ	山菜		名詞-普通名詞-一般	漢	1.5400	体	自然	植物	植物	3	2.679
OT	トロウ	徒労		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ドウネン	同年		名詞-普通名詞-副詞可能	漢	1.1130	体	関係	類	異同・類似	3	2.679
OT	ヒトカゲ	人影		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	セキリ	赤痢		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	シンミツ	親密		名詞-普通名詞-形状詞可能	漢	3.1110	相	関係	類	関係	3	2.679
OT	トムラウ	弔う		動詞-一般	和	2.3360	用	活動	生活	行事・式典・宗教的行事	3	2.679
OT	シ	肢		接尾辞-名詞的-一般	漢	1.5603	体	自然	身体	手足・指	3	2.679
OT	ジュンスイ	純水		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ティー	ティー	tea	名詞-普通名詞-一般	外	1.4350	体	生産物	食料	飲料・たばこ	3	2.679
OT	ベーメン	ベーメン	Bohmen	名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ウエスト	ウエスト	west	名詞-普通名詞-一般	外	1.5602	体	自然	身体	胸・背・腹	3	2.679
OT	アビニョン	アビニョン	Avignon	名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	アカンボウ	赤ん坊		名詞-普通名詞-一般	混	1.2050	体	主体	人間	老少	3	2.679
OT	カブカ	株価		名詞-普通名詞-一般	混	1.3730	体	活動	経済	価格・費用	3	2.679
OT	ヘルスケア	ヘルスケア		名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	カミオカ	カミオカ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	アタマ	頭		名詞-普通名詞-一般	和	1.3421	体	活動	行為	才能	3	2.679
OT	コベツ	個別		名詞-普通名詞-形状詞可能	漢	1.1940	体	関係	量	一般・全体・部分	3	2.679
OT	ヒデヨ	ヒデヨ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	キ	貴		接頭辞	漢	1.2040	体	主体	人間	男女	3	2.679
OT	サクラソウ	桜草		名詞-普通名詞-一般	混	x.xxxx					3	2.679
OT	リンリツ	林立		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	シガ	シガ		名詞-固有名詞-人名-姓	固						3	2.679
OT	シバサブロウ	シバサブロウ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	エキリ	駅吏		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	キタサト	キタサト		名詞-固有名詞-人名-姓	固	1.2390	体	主体	人物	固有人名	3	2.679
OT	ハッケツ	白血		名詞-普通名詞-一般	漢	1.5607	体	自然	身体	体液・分泌物	3	2.679
OT	オーラ	オーラ	aura	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	リー	リー	Lee	名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	コンテ	コンテ	Conte	名詞-固有名詞-一般	固	x.xxxx					3	2.679
OT	ゲンニ	現に		副詞	混	3.1641	相	関係	時間	現在	3	2.679
OT	ヨメ	嫁		名詞-普通名詞-一般	和	1.2110	体	主体	家族	夫婦	3	2.679
OT	トツグ	嫁ぐ		動詞-一般	和	x.xxxx					3	2.679
OT	ヘイハチロウ	ヘイハチロウ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	カンタイ	艦隊		名詞-普通名詞-一般	漢	1.2740	体	主体	機関	軍	3	2.679
OT	レイナン	嶺南		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	レイゾク	隷属		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	カイショウ	改称		名詞-普通名詞-サ変可能	漢	1.1500	体	関係	作用	作用・変化	3	2.679
OT	ハレー	ハレー	Halley	名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	セッチャク	接着		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	コクシ	黒死		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ヒトスジ	一筋		名詞-普通名詞-一般	和	1.3040	体	活動	心	信念・努力・忍耐	3	2.679
OT	チューブ	チューブ	tube	名詞-普通名詞-一般	外	1.4150	体	生産物	資材	輪・車・棒・管など	3	2.679
OT	カッシーニ	カッシーニ		名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	セン	線		名詞-普通名詞-一般	漢	1.3081	体	活動	心	方法	3	2.679
OT	クローズ	クローズ	close	名詞-普通名詞-サ変可能	外	1.1560	体	関係	作用	接近・接触・隔離	3	2.679
OT	カゲン	加減		名詞-普通名詞-サ変可能	漢	1.1302	体	関係	様相	趣・調子	3	2.679
OT	カタリアウ	語り合う		動詞-一般	和	2.3131	用	活動	言語	話・談話	3	2.679
OT	ピーエフシー	ＰＦＣ		名詞-普通名詞-一般	記号	x.xxxx					3	2.679
OT	キゲン	機嫌		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	オヤカタ	親方		名詞-普通名詞-一般	和	1.2440	体	主体	成員	相対的地位	3	2.679
OT	ユメミル	夢見る		動詞-一般	和	2.3066	用	活動	心	判断・推測・評価	3	2.679
OT	シツコイ	しつこい		形容詞-一般	和	3.3040	相	活動	心	信念・努力・忍耐	3	2.679
OT	モール	モール	mall	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	ピーエル	ＰＬ		名詞-普通名詞-一般	記号	1.3610	体	活動	待遇	公式・公平	3	2.679
OT	チョウヘイ	徴兵		名詞-普通名詞-サ変可能	漢	1.3630	体	活動	待遇	人事	3	2.679
OT	コンサン	混酸		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	モチハコブ	持ち運ぶ		動詞-一般	和	x.xxxx					3	2.679
OT	トウキ	投棄		名詞-普通名詞-サ変可能	漢	1.1251	体	関係	存在	除去	3	2.679
OT	シエネ	シエネ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ギュウカン	牛缶		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	コダマ	木霊		名詞-普通名詞-一般	和	1.5030	体	自然	自然	音	3	2.679
OT	アクシュウ	悪臭		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	スゲ	菅		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	カナアミ	金網		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	サンキャク	三脚		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	マーガリン	マーガリン	margarine	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	リクエスト	リクエスト	request	名詞-普通名詞-サ変可能	外	1.3660	体	活動	待遇	請求・依頼	3	2.679
OT	メンタル	メンタル	mental 	形状詞-一般	外	1.3000	体	活動	心	心	3	2.679
OT	ウズクマル	蹲る		動詞-一般	和	2.3391	用	活動	生活	立ち居	3	2.679
OT	ムネミツ	ムネミツ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	ムツ	ムツ		名詞-固有名詞-人名-姓	固	x.xxxx					3	2.679
OT	シサン	資産		名詞-普通名詞-一般	漢	1.3721	体	活動	経済	資本・金銭	3	2.679
OT	イマサラ	今更		副詞	和	3.1670	相	関係	時間	時間的前後	3	2.679
OT	アキノブ	アキノブ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	ジショウ	自称		名詞-普通名詞-サ変可能	漢	x.xxxx					3	2.679
OT	ユウセン	郵船		名詞-普通名詞-一般	漢	1.4660	体	生産物	機械	乗り物（海上）	3	2.679
OT	ウユニ	ウユニ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	モノ	物		名詞-普通名詞-サ変可能	和	1.5100	体	自然	物質	物体・物質	3	2.679
OT	オモイノホカ	思いの外		副詞	和	3.3066	相	活動	心	判断・推測・評価	3	2.679
OT	ジョスイ	ジョスイ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ディーエー	ＤＡ		名詞-普通名詞-一般	記号	x.xxxx					3	2.679
OT	シーズン	シーズン	season	名詞-普通名詞-一般	外	1.1624	体	関係	時間	季節	3	2.679
OT	タカコ	タカコ		名詞-固有名詞-人名-名	固	1.2390	体	主体	人物	固有人名	3	2.679
OT	フカヤ	フカヤ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ミシシッピ	ミシシッピ	Mississippi	名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ウラヅケル	裏付ける		動詞-一般	和	2.3071	用	活動	心	論理・証明・偽り・誤り・訂正など	3	2.679
OT	ショウゴ	正午		名詞-普通名詞-副詞可能	漢	1.1635	体	関係	時間	朝晩	3	2.679
OT	メンテナンス	メンテナンス	maintenance	名詞-普通名詞-サ変可能	外	1.3850	体	活動	事業	技術・設備・修理	3	2.679
OT	ハハカタ	母方		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	エンスイ	塩水		名詞-普通名詞-一般	漢	1.5130	体	自然	物質	水・乾湿	3	2.679
OT	シンスイ	親水		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ゴミヒロイ	塵拾い		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	キリタオス	切り倒す		動詞-一般	和	x.xxxx					3	2.679
OT	ツム	摘む		動詞-一般	和	2.3392	用	活動	生活	手足の動作	3	2.679
OT	キリオトス	切り落とす		動詞-一般	和	2.1571	用	関係	作用	切断	3	2.679
OT	コイ	濃い		形容詞-一般	和	3.1341	相	関係	様相	弛緩・粗密・繁簡	3	2.679
OT	センチョウ	扇頂		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	リョウシ	漁師		名詞-普通名詞-一般	漢	1.2413	体	主体	成員	農林水産業	3	2.679
OT	トケノコル	溶け残る		動詞-一般	和	x.xxxx					3	2.679
OT	モトスケ	モトスケ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	コウシン	庚申		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	トロンボーン	トロンボーン	trombone	名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	シュンサイ	俊才		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	スケザエモン	スケザエモン		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	カンネツ	乾熱		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ユルガス	揺るがす		動詞-一般	和	2.1511	用	関係	作用	動揺・回転	3	2.679
OT	ヨウコウ	陽光		名詞-普通名詞-一般	漢	1.5010	体	自然	自然	光	3	2.679
OT	チョウジュウ	鳥獣		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ヤマクズレ	山崩れ		名詞-普通名詞-サ変可能	和	x.xxxx					3	2.679
OT	コンスタンチノープル	コンスタンチノープル		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ダイ	題		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	3	2.679
OT	カワス	交わす		動詞-非自立可能	和	2.1501	用	関係	作用	変換・交換	3	2.679
OT	オンドル	オンドル		名詞-普通名詞-一般	外	x.xxxx					3	2.679
OT	ゼツボウ	絶望		名詞-普通名詞-サ変可能	漢	1.3042	体	活動	心	欲望・期待・失望	3	2.679
OT	フヨウ	不溶		形状詞-一般	漢	x.xxxx					3	2.679
OT	カタクルシイ	堅苦しい		形容詞-一般	和	3.3013	相	活動	心	安心・焦燥・満足	3	2.679
OT	カクテ	斯くて		副詞	和	x.xxxx					3	2.679
OT	ヨウガク	洋学		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	コウスイ	硬水		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	アベ	アベ		名詞-固有名詞-人名-姓	固	1.2390	体	主体	人物	固有人名	3	2.679
OT	スタッフ	スタッフ	staff	名詞-普通名詞-一般	外	1.2450	体	主体	成員	その他の仕手	3	2.679
OT	キケン	危険		名詞-普通名詞-形状詞可能	漢	3.1346	相	関係	様相	難易・安危	3	2.679
OT	ナイシン	内心		名詞-普通名詞-副詞可能	漢	x.xxxx					3	2.679
OT	ゲンショウ	玄昌		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	カイカン	会館		名詞-普通名詞-一般	漢	1.2660	体	主体	社会	教室・兵営など	3	2.679
OT	イシノマキ	イシノマキ		名詞-固有名詞-地名-一般	固	x.xxxx					3	2.679
OT	ジマン	自慢		名詞-普通名詞-サ変可能	漢	1.3041	体	活動	心	自信・誇り・恥・反省	3	2.679
OT	コトサラ	殊更		副詞	和	3.3045	相	活動	心	意志	3	2.679
OT	ブン	ぶん		副詞	和	x.xxxx					3	2.679
OT	ジカ	直		名詞-普通名詞-一般	漢	1.1110	体	関係	類	関係	3	2.679
OT	フゼン	不全		名詞-普通名詞-一般	漢	1.5720	体	自然	生命	障害・けが	3	2.679
OT	イトウ	以東		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ソウシツ	喪失		名詞-普通名詞-サ変可能	漢	1.1250	体	関係	存在	消滅	3	2.679
OT	ヌルマユ	微温湯		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	アレチ	荒れ地		名詞-普通名詞-一般	混	1.5270	体	自然	天地	地相	3	2.679
OT	ヤジロウ	ヤジロウ		名詞-固有名詞-地名-一般	固						3	2.679
OT	オンセン	温泉		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	エンバン	円盤		名詞-普通名詞-一般	漢	1.4150	体	生産物	資材	輪・車・棒・管など	3	2.679
OT	ギキョク	戯曲		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	オモカゲ	面影		名詞-普通名詞-一般	和	1.5601	体	自然	身体	頭・目鼻・顔	3	2.679
OT	マサヨ	マサヨ		名詞-固有名詞-人名-名	固	x.xxxx					3	2.679
OT	ウラミ	恨み		名詞-普通名詞-一般	和	1.3020	体	活動	心	好悪・愛憎	3	2.679
OT	ナシ	梨		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	センタン	扇端		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ハダアイ	肌合い		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	ビ	美		名詞-普通名詞-一般	漢	x.xxxx					3	2.679
OT	ゼアミ	ゼアミ		名詞-固有名詞-人名-一般	固	x.xxxx					3	2.679
OT	アイアールエーエス	ＩＲＡＳ		名詞-普通名詞-一般	記号	x.xxxx					3	2.679
OT	キズキアゲル	築き上げる		動詞-一般	和	2.1220	用	関係	存在	成立	3	2.679
OT	ヤリガイ	遣り甲斐		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	シチュウ	市中		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	3	2.679
OT	ミズオト	水音		名詞-普通名詞-一般	和	x.xxxx					3	2.679
OT	サイエン	菜園		名詞-普通名詞-一般	漢	1.4700	体	生産物	土地利用	地類（土地利用）	3	2.679
